name,appid_steam_games,genre,tags,positive_rating
Scythe: Digital Edition,718560,Strategy,"Board Game, Strategy, Turn-Based, 4X, Multiplayer, Tabletop, Alternate History, Mechs, Hex Grid, Turn-Based Strategy, Sci-fi, Steampunk, World War I, Historical, Singleplayer, Character Customization, Beautiful, Hand-drawn, Tactical, PvP",90
ONE PIECE PIRATE WARRIORS 3,331600,Action,"Anime, Action, Adventure, Hack and Slash, Pirates, Fighting, Beat 'em up, Multiplayer, Third Person, Musou, Singleplayer, Local Co-Op, Comedy, Story Rich, Co-op, JRPG, Funny, Controller, Great Soundtrack, Open World",80.3
Fortified,334210,"Action, Indie, Strategy","Action, Tower Defense, Indie, Co-op, Strategy, Multiplayer, Third-Person Shooter, Aliens, Sci-fi, Shooter, Online Co-Op, Third Person, Singleplayer",75.6
Grim Fandango Remastered,316790,Adventure,"Adventure, Point & Click, Classic, Story Rich, Comedy, Noir, Cult Classic, Great Soundtrack, Singleplayer, Remake, Puzzle, Atmospheric, Retro, Funny, 1990's, Dark Humor, Third Person, Indie, Difficult, Escape Room",90.4
DUCATI - 90th Anniversary,456780,"Racing, Simulation, Sports","Motorbike, Cycling, Simulation, Racing, Sports",70.3
Regions Of Ruin,680360,"Action, Adventure, Indie, RPG","RPG, Adventure, Indie, Hack and Slash, Pixel Graphics, 2D, Side Scroller, Action RPG, Fantasy, Dungeon Crawler, Resource Management, Base-Building, Building, 2D Platformer, Exploration, Atmospheric, Singleplayer, Platformer, Colony Sim, City Builder",87.3
A Story About My Uncle,278360,"Adventure, Casual, Indie","Adventure, First-Person, Parkour, Singleplayer, Indie, Atmospheric, Platformer, Story Rich, Puzzle, 3D Platformer, Fantasy, Casual, Short, Sci-fi, Relaxing, Narration, Action, Great Soundtrack, Family Friendly, Difficult",91.8
Day of the Tentacle Remastered,388210,Adventure,"Point & Click, Adventure, Classic, Time Travel, Comedy, 1990's, Cartoony, Puzzle, Singleplayer, Retro, Funny, Cult Classic, Remake, 2D, Story Rich, Great Soundtrack, Pixel Graphics, Family Friendly, Sci-fi, Indie",97
RiME,493200,Adventure,"Adventure, Puzzle, Exploration, Atmospheric, Great Soundtrack, Singleplayer, Colorful, Fantasy, Indie, Relaxing, 3D Platformer, Open World, Story Rich, Action, Walking Simulator, Third Person, Family Friendly, Platformer, Casual, Controller",90.2
Shark Attack Deathmatch 2,330580,"Action, Indie","Horror, Arena Shooter, FPS, Survival Horror, Shoot 'Em Up, Open World, Exploration, PvP, Hunting, Shooter, Fighting, Survival, First-Person, 3D, Underwater, Action, Adventure, Combat, Co-op, Online Co-Op",75.9
Trouble In The Manor,338530,"Action, Casual, Indie","Casual, Action, Indie, Multiplayer, Horror, PvP, Pixel Graphics",56.4
Mahluk:Dark demon,503480,"Action, Adventure, Casual, Indie, RPG","Action, Adventure, Indie, RPG, Casual, Platformer, Pixel Graphics, Action-Adventure, Puzzle-Platformer, 2D, Hack and Slash, Dark, Difficult, Puzzle, Arcade, Metroidvania, Side Scroller, 2D Platformer, Stylized, Parkour",64.8
State of Anarchy,463210,"Action, Casual, Indie, Simulation","Indie, Action, Casual, Shoot 'Em Up, Top-Down Shooter, Simulation, Shooter, Funny, 2D, Hand-drawn, Singleplayer, Multiplayer",85.3
The Darkside Detective,368390,"Adventure, Casual, Indie","Point & Click, Detective, Pixel Graphics, Adventure, Story Rich, Mystery, Comedy, Funny, Singleplayer, Indie, Supernatural, Retro, Puzzle, 2D, Casual, Dark Humor, Lovecraftian, Cartoony, 1980s, 1990's",95.1
System Shock: Enhanced Edition,410710,"Action, Adventure, RPG","Immersive Sim, Cyberpunk, RPG, Classic, Horror, Sci-fi, Action, FPS, Adventure, First-Person, Retro, 1990's, Cult Classic, Singleplayer, Atmospheric, Great Soundtrack, Story Rich, Pixel Graphics, Shooter, Metroidvania",90
The Jackbox Party Pack 2,397460,"Casual, Indie, Strategy","Trivia, Local Multiplayer, Casual, Comedy, Indie, Strategy, Party, Funny, Local Co-Op, Multiplayer, Party Game, Board Game, Co-op, Family Friendly",95.9
Wizard of Legend,445980,"Action, Adventure, Indie","Action Roguelike, Pixel Graphics, Rogue-like, Action, Dungeon Crawler, Local Co-Op, Magic, Multiplayer, Adventure, Rogue-lite, Indie, Co-op, Hack and Slash, Local Multiplayer, Difficult, 2D, Singleplayer, RPG, Procedural Generation, Fast-Paced",91.1
Warriors of Vilvatikta,515690,"Adventure, Indie, RPG","RPG, Indie, Adventure, RPGMaker",48.6
SimplePlanes,397340,"Indie, Simulation","Automation, Flight, Sandbox, Physics, Exploration, Building, Racing, Automobile Sim, Combat Racing, Military, Controller, 3D, Open World, Strategy, Funny, Collectathon, Action, Vehicular Combat, Artificial Intelligence, Moddable",92.9
STARWHAL,263020,"Action, Casual, Indie, Sports","Local Multiplayer, Indie, Funny, Multiplayer, Casual, Action, Sports, Arcade, Space, 4 Player Local, Competitive, 2D, Local Co-Op, Fighting, Party Game, Retro, Great Soundtrack, Family Friendly, Time Attack, Fast-Paced",88.8
Lakeview Cabin Collection,361990,Indie,"Survival Horror, 2D Platformer, Puzzle-Platformer, Perma Death, Character Action Game, Difficult, Horror, Platformer, 2D, Dynamic Narration, Psychological Horror, Dark Humor, Funny, Dark Comedy, Choices Matter, Exploration, Sandbox, Action, Puzzle, Pixel Graphics",93.3
Sakura Spirit,313740,Indie,"Anime, Visual Novel, Nudity, Mature, Dating Sim, Singleplayer, Cute, Sexual Content, Indie, Romance, Fantasy, Hentai, Short, Simulation, Casual, 2D, Beautiful, Comedy, Memes, Dog",78.5
Sniper Elite,3700,Action,"Action, Sniper, Stealth, World War II, Third-Person Shooter, Singleplayer, Shooter, Multiplayer, Third Person, War, FPS, Classic, Co-op, Tactical, Controller, Simulation, First-Person, Open World",77.2
Laraan,493710,"Action, Adventure, Indie","Action, Adventure, Indie, Exploration",48.1
Sniper Elite 3,238090,"Action, Adventure","Sniper, Action, Stealth, Co-op, World War II, Multiplayer, Shooter, Adventure, Third-Person Shooter, Tactical, War, Singleplayer, Third Person, Online Co-Op, Open World, Gore, FPS, Strategy, Atmospheric, Simulation",82.1
Bleed 2,396350,"Action, Indie","Action, Indie, Shoot 'Em Up, Bullet Hell, Arcade, Female Protagonist, Platformer, 2D, Local Co-Op, Pixel Graphics, Procedural Generation, Action Roguelike, Great Soundtrack, Twin Stick Shooter, Fast-Paced",95.9
"Cook, Serve, Delicious! 2!!",386620,"Action, Indie, Simulation, Strategy","Typing, Management, Casual, Difficult, Arcade, 2D, Strategy, Funny, Alternate History, Action, Simulation, Colorful, Family Friendly, Comedy, Co-op, Local Co-Op, Cooking, Local Multiplayer, Multiplayer, Singleplayer",89.4
The New Queen,552570,"Adventure, Casual, Indie, RPG","RPG, Adventure, Indie, Casual, RPGMaker, Female Protagonist",55
The Inner World: The Last Wind Monk,613470,"Adventure, Indie","Adventure, Retro, Point & Click, Funny, Puzzle, Comedy, Story Rich, Great Soundtrack, 2D, Singleplayer, Indie, Classic, 1990's",90.1
Garry's Mod,4000,"Indie, Simulation","Sandbox, Multiplayer, Funny, Moddable, Building, Comedy, Mod, Co-op, First-Person, Physics, Simulation, Online Co-Op, FPS, Singleplayer, Action, Animation & Modeling, Shooter, Indie, Massively Multiplayer, Adventure",96.7
Red Comrades 3: Return of Alaska. Reloaded,546220,Adventure,"Adventure, Puzzle, Dark Humor, Singleplayer, Hand-drawn, Comedy, Hidden Object, Remake, Time Travel, Funny, 2D, Classic, Atmospheric, Point & Click, Cartoony, Great Soundtrack, Story Rich, Cult Classic, Retro, Third Person",81.5
Tinboy,399430,"Casual, Indie","Side Scroller, Trading Card Game, Precision Platformer, Puzzle-Platformer, 2D Platformer, Puzzle, Archery, Tutorial, Difficult, Platformer, 2D, Controller, Action, Casual, Pixel Graphics, Logic, Singleplayer, Indie, Physics, Robots",62.8
Pirate Pop Plus,487350,"Action, Casual, Indie","Casual, Action, Indie, Arcade, Retro, Pixel Graphics",63.6
Melting Hearts: Our Love Will Grow 2,459020,"Adventure, Indie, RPG, Simulation","Farming Sim, Simulation, Life Sim, Adventure, Indie, RPG, Agriculture, RPGMaker, Crafting, Story Rich, Anime",58.1
Pixel Piracy,264140,"Adventure, Indie, RPG, Simulation","Pirates, Action Roguelike, Naval Combat, Pixel Graphics, Indie, RPG, Sandbox, 2D, Open World, Rogue-like, Simulation, Singleplayer, Action, Side Scroller, Building, Rogue-lite, Exploration, Survival, Action RPG, Crafting",64.7
Guardians of Victoria,385080,Casual,"Casual, Indie, Fantasy, Steampunk, Adventure, Runner, Platformer",25.2
The Bard's Tale,41900,"Action, Adventure, RPG","RPG, Adventure, Comedy, Action, Fantasy, Funny, Action RPG, Parody , Singleplayer, Classic, Hack and Slash, Medieval, Isometric",76.3
Zup! 7,658560,"Casual, Indie","Puzzle, Casual, Indie, Fast-Paced, 2D, Physics, Short, Relaxing, Minimalist, Puzzle-Platformer, Point & Click, Cute, Strategy, Pixel Graphics, Singleplayer, Tactical, Family Friendly, Destruction, Sequel, Abstract",95.6
Beyond Eyes,356050,"Adventure, Indie","Walking Simulator, Indie, Female Protagonist, Adventure, Atmospheric, Exploration, Singleplayer, Third Person, Short, Cute, Casual, Visual Novel, Stylized, Colorful",67.2
Power-Up,312640,"Action, Indie","Indie, Action, Shoot 'Em Up, Side Scroller",58.4
The Final Station,435530,"Action, Adventure, Indie","Pixel Graphics, Post-apocalyptic, Survival, Indie, Adventure, 2D, Zombies, Action, Atmospheric, Trains, Singleplayer, Story Rich, Resource Management, Horror, Shooter, Side Scroller, Great Soundtrack, Sci-fi, Platformer, Short",86.7
State of Decay: Year-One,329430,"Action, RPG, Simulation","Zombies, Survival, Open World, Base-Building, Singleplayer, Post-apocalyptic, Action, RPG, Third Person, Multiplayer, Simulation, Sandbox, Survival Horror, Atmospheric, Crafting, Gore, Co-op, Adventure, Perma Death, Great Soundtrack",80.9
Planets Under Attack,218510,"Indie, Strategy","Strategy, Indie, Space, Multiplayer, Sci-fi, RTS, Singleplayer",72.9
Slingshot people,542340,"Action, Casual, Indie, Simulation","Action, Indie, Simulation, Casual, Nudity, FPS, Psychological Horror",47.2
Passpartout: The Starving Artist,582550,"Casual, Indie, Simulation","Casual, Simulation, Indie, Singleplayer, Relaxing, Hand-drawn, Funny, Cartoon, Colorful, Family Friendly, Design & Illustration, Multiplayer, Great Soundtrack, Action, Cute, Memes, Cartoony, Strategy, Horror",87.5
OR,586620,"Casual, Indie","Casual, Indie, Puzzle",35.6
Oddworld: Munch's Oddysee,15740,"Action, Adventure, Strategy","Adventure, Action, Strategy, Platformer, 3D Platformer, Comedy, Classic, Puzzle, Funny",77
AI: Rampage,438020,"Action, Indie, Strategy","Indie, Strategy, Action, Top-Down",37
"Papers, Please",239030,"Adventure, Indie","Indie, Political, Simulation, Singleplayer, Point & Click, Dystopian , Pixel Graphics, Multiple Endings, Puzzle, Story Rich, Retro, Atmospheric, 2D, Great Soundtrack, Addictive, Strategy, Replay Value, Casual, Adventure, Difficult",97.1
Bit Blaster XL,433950,"Action, Casual, Indie","Indie, Arcade, Pixel Graphics, Casual, Shoot 'Em Up, Action, Retro, Space, 2D, Bullet Hell, Shooter, Great Soundtrack, Singleplayer, Score Attack, Sci-fi, Difficult, Survival, Family Friendly, Controller, Replay Value",96.7
School Bus Fun,301990,Casual,"Casual, Action, Time Management, Female Protagonist, Simulation, Nudity",67.4
140,242820,"Action, Indie","Platformer, Indie, Rhythm, Minimalist, Music, Great Soundtrack, Difficult, Short, Singleplayer, 2D, Colorful, Action, Puzzle, Precision Platformer, Abstract, Puzzle-Platformer, Side Scroller, Casual",92.7
Stonerid,315920,"Action, Indie","Action, Indie, Platformer, 2D, Difficult",65.6
Surgeon Simulator,233720,"Action, Indie, Simulation","Simulation, Funny, Comedy, Physics, Indie, Medical Sim, Dark Humor, Puzzle, Difficult, Intentionally Awkward Controls, VR, First-Person, Casual, Aliens, Dark, Singleplayer, Action, Blood, Gore, Great Soundtrack",82.4
Gunpoint,206190,"Action, Indie, Strategy","Stealth, Indie, Puzzle, 2D, Pixel Graphics, Singleplayer, Comedy, Action, Strategy, Noir, Platformer, Great Soundtrack, Funny, Short, Hacking, Level Editor, GameMaker, Story Rich, Adventure, Sci-fi",97.5
Poi,401810,"Action, Adventure, Indie","3D Platformer, Collectathon, Indie, Platformer, Family Friendly, Action, Female Protagonist, Soundtrack, Colorful, Nostalgia, Exploration, Adventure, Cartoony, 3D, Retro, Cute, Nonlinear, Action-Adventure, Singleplayer, Controller",91.1
Action Henk,285820,"Action, Indie, Racing","Racing, Action, Indie, Platformer, Multiplayer, Funny, Level Editor, Runner, Singleplayer, Local Multiplayer, 4 Player Local, Time Attack",88.5
Deadly Sin 2,285420,"Casual, RPG","RPG, Casual, RPGMaker, Singleplayer, Indie, JRPG",86.1
Project CARS,234630,"Racing, Simulation, Sports","Racing, Simulation, Automobile Sim, Driving, Multiplayer, Realistic, Sports, Singleplayer, Physics, VR, Atmospheric, First-Person, Controller, Action, Open World, Third Person, Co-op, Arcade, TrackIR, Indie",78.9
METAL GEAR SOLID V: THE PHANTOM PAIN,287700,"Action, Adventure","Stealth, Open World, Action, Story Rich, Tactical, Cinematic, Great Soundtrack, Third Person, Singleplayer, Atmospheric, Adventure, Horses, Multiplayer, Third-Person Shooter, Shooter, Replay Value, Sandbox, Dark, Sci-fi, Heist",91
Shadow Tactics: Blades of the Shogun,418240,"Indie, Strategy","Stealth, Strategy, Tactical, Ninja, Real Time Tactics, Singleplayer, Indie, Isometric, Historical, Assassin, Action, RTS, Difficult, Violent, Atmospheric, Third Person, Adventure, Survival, Puzzle, Great Soundtrack",96.2
Carmageddon: Max Damage,505170,Action,"Combat Racing, Gore, Racing, Action, Vehicular Combat, Automobile Sim, Multiplayer, Destruction, Funny, Driving, Comedy, Violent, Open World, Singleplayer, Dark Humor, Physics, Arcade, Memes",77.2
Shank,6120,"Action, Indie","Action, Beat 'em up, Indie, 2D, Side Scroller, Local Co-Op, Platformer, Gore, Singleplayer, Co-op, Short, Controller, Adventure, Multiplayer, Hack and Slash, Local Multiplayer, Old School, Violent, Great Soundtrack, Cartoon",89.8
Slime-san,473530,"Action, Adventure, Indie","Platformer, Precision Platformer, 2D Platformer, Difficult, Funny, Indie, Action, Adventure, Great Soundtrack, Pixel Graphics, Arcade, Fast-Paced, Singleplayer, Puzzle-Platformer, Anime, Level Editor, Local Co-Op, Local Multiplayer, Replay Value, Retro",86.3
Broken Dreams,444480,"Casual, Indie","Indie, Casual, Platformer",70.4
Mirror 2: Project X,1832640,"Adventure, Indie, RPG, Early Access","3D, Match 3, Anime, Female Protagonist, Drama, Visual Novel, Interactive Fiction, Singleplayer, Multiple Endings, RPG, FPS, Story Rich, Casual, Colorful, FMV, Adventure, Early Access, Indie, 3D Platformer, Shooter",26.5
Cube Destroyer,440760,"Action, Indie","Indie, Action, Singleplayer, Top-Down, Shoot 'Em Up, Arcade, Shooter, Destruction, Difficult",85.3
Styx: Master of Shadows,242640,Action,"Stealth, Fantasy, Singleplayer, Action, Adventure, Third Person, RPG, Assassin, Parkour, Steampunk, Dark Fantasy, Atmospheric, Magic, Story Rich, Difficult, Open World, Great Soundtrack, Indie, Gore, Multiplayer",82.9
Pesadelo - Regressão,378930,"Action, Adventure, Indie","Indie, Action, Adventure, Horror, Survival Horror, Psychological Horror",67.9
Beastiarium,545150,"Action, Adventure, Indie","Indie, Adventure, Horror, Atmospheric, Puzzle, First-Person, Action, Dystopian , Cute, Action-Adventure",50.4
Hentai Girl,878750,"Casual, Indie, RPG, Simulation","Sexual Content, Nudity, Mature, Anime, Puzzle, Casual, Indie, Singleplayer, Relaxing, Horror",91.2
100% Orange Juice,282800,"Indie, Strategy","Anime, Board Game, Cute, Multiplayer, Strategy, Card Game, Turn-Based, Indie, Casual, Funny, Great Soundtrack, Co-op, Singleplayer, Female Protagonist, Difficult, 2D, Memes, Family Friendly, Comedy, Survival Horror",93
Orcs Must Die!,102600,"Action, Indie, Strategy","Tower Defense, Action, Strategy, Third Person, Fantasy, Indie, Singleplayer, Comedy, Funny, Third-Person Shooter, Cartoony, Magic, Great Soundtrack, Score Attack, Multiplayer, Addictive, Shooter, Adventure, RPG, Arcade",96.4
Party Hard,356570,"Action, Indie, Strategy","Pixel Graphics, Strategy, Stealth, Indie, Action, Violent, Villain Protagonist, Great Soundtrack, Gore, Singleplayer, Dark Humor, 2D, Crime, Retro, Difficult, Top-Down, Funny, Horror, Story Rich, Comedy",89.2
Dustforce,65300,"Action, Indie","Precision Platformer, Platformer, Great Soundtrack, Indie, Difficult, Time Attack, 2D, Action, Stylized, Local Multiplayer, Local Co-Op, Score Attack, Level Editor, Side Scroller, Fast-Paced, Singleplayer, Atmospheric, Parkour, 4 Player Local, 2D Platformer",87.7
Gorky 17,253920,"RPG, Strategy","RPG, Strategy, Turn-Based, Classic, Horror, Post-apocalyptic, Singleplayer, Turn-Based Strategy, Isometric, Tactical, Sci-fi, Atmospheric, Tactical RPG, Turn-Based Tactics",78.9
FX Football - The Manager for Every Football Fan,265400,"Simulation, Sports, Strategy","Sports, Simulation, Strategy, Football, Soccer",44.6
Day One: Garry's Incident,242800,"Action, Adventure, Indie","Survival, Indie, Adventure, Action, Psychological Horror, Crafting, Open World, Multiplayer, Illuminati, FPS, Memes, Singleplayer, First-Person, Zombies, Dating Sim, Shooter, Sandbox, Simulation, Co-op, Sci-fi",19.3
Furi,423230,Action,"Action, Difficult, Bullet Hell, Singleplayer, Indie, Boss Rush, Hack and Slash, Atmospheric, Fast-Paced, Beat 'em up, Controller, Story Rich, Sci-fi, Cyberpunk, Great Soundtrack, Shoot 'Em Up, Top-Down, Third Person, Replay Value, Violent",90.9
Wargame: Red Dragon,251060,"Indie, Simulation, Strategy","Strategy, RTS, Military, Realistic, Wargame, Cold War, Tactical, Multiplayer, Real Time Tactics, War, Simulation, Naval, Alternate History, Singleplayer, Action, Real-Time, Co-op, Difficult, Epic, Adventure",89.2
Questerium: Sinister Trinity HD,320610,"Adventure, Casual","Adventure, Casual, Hidden Object, Puzzle, Point & Click, Mystery, Indie, Atmospheric",79
PAC-MAN 256,455400,Action,"Action, Arcade, Retro, Casual, Multiplayer, Singleplayer, Pixel Graphics, Local Multiplayer, Local Co-Op, Classic, 4 Player Local, Rogue-like, Family Friendly, Memes",92.4
One Finger Death Punch 2,980300,"Action, Casual, Indie","Action, Indie, Beat 'em up, Casual, Fast-Paced, Martial Arts, 2D, Arcade, 2D Fighter, Mouse only, Gore, Singleplayer, Violent, Difficult, Great Soundtrack, Rhythm, Fighting",96.7
